City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Ahuimanu,US,21.4447,-157.8378,82.11,70,75,9.22,broken clouds
472,Guerrero,MX,17.6667,-100.0,78.26,71,90,1.16,overcast clouds
473,Mayumba,GA,-3.432,10.6554,71.67,91,65,6.44,broken clouds
474,Nortelandia,BR,-14.4547,-56.8028,78.17,33,2,9.1,clear sky
475,Boueni,YT,-12.9025,45.0761,75.18,67,0,12.17,clear sky
476,Hofn,IS,64.2539,-15.2082,53.92,84,99,1.74,overcast clouds
477,Dunedin,NZ,-45.8742,170.5036,49.8,55,59,11.99,broken clouds
478,Vorsma,RU,55.9856,43.2717,61.47,85,100,6.06,overcast clouds
479,Phuket,TH,8.0,98.25,85.08,83,40,14.97,scattered clouds
480,Kalabagh,PK,32.965,71.557,87.04,68,44,7.14,scattered clouds
481,Coro,VE,11.4045,-69.6734,85.71,63,54,19.64,broken clouds
482,Whitianga,NZ,-36.8333,175.7,51.03,89,43,3.8,scattered clouds
483,Longford,IE,53.7333,-7.8,58.15,88,74,11.86,broken clouds
484,Ambagarh Chauki,IN,20.7833,80.7167,74.66,93,100,11.16,moderate rain
485,Saint-Georges,GD,12.0564,-61.7485,80.28,83,75,8.05,broken clouds
486,Naro,IT,37.2935,13.7936,84.09,36,0,3.22,clear sky
487,Batagay,RU,67.6333,134.6333,45.97,66,21,3.65,few clouds
488,Borogontsy,RU,62.6683,131.1683,53.56,54,0,7.07,clear sky
489,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,87,52,8.14,broken clouds
490,Port Moresby,PG,-9.4431,147.1797,74.62,94,75,3.44,broken clouds
491,Lipin Bor,RU,60.2622,37.9763,61.43,87,100,2.17,overcast clouds
492,Taltal,CL,-25.4,-70.4833,60.01,66,16,5.68,few clouds
493,Porrentruy,CH,47.4153,7.0752,69.89,94,42,4.59,scattered clouds
494,Monclova,MX,26.9,-101.4167,95.29,25,0,13.67,clear sky
495,Muriti,TZ,-1.9833,32.9167,75.04,56,77,3.78,broken clouds
496,Corner Brook,CA,48.9667,-57.9484,66.36,96,100,3.04,overcast clouds
497,Omboue,GA,-1.5746,9.2618,74.07,83,46,6.53,scattered clouds
498,Broadstairs,GB,51.3591,1.4394,62.22,76,7,8.01,clear sky
499,Adwa,ET,14.1646,38.8955,64.17,89,100,6.71,overcast clouds
500,Pervomaysk,UA,48.0443,30.8507,76.19,62,50,1.5,scattered clouds
501,Sorland,NO,67.667,12.6934,51.87,86,82,22.1,broken clouds
502,Oktyabrskiy,RU,54.4815,53.471,52.93,62,2,2.17,clear sky
503,Komsomolskiy,UZ,40.4272,71.7189,81.32,29,6,4.61,clear sky
504,Tapilula,MX,17.2333,-93.0333,69.53,94,83,4.76,broken clouds
505,Pitimbu,BR,-7.4706,-34.8086,79.39,82,17,11.27,few clouds
506,Lake Havasu City,US,34.4839,-114.3224,108.25,20,1,3.0,clear sky
507,Yuriria,MX,20.2,-101.15,79.57,29,77,5.66,broken clouds
508,Sri Aman,MY,1.2376,111.4621,75.25,94,81,0.0,broken clouds
509,Salekhard,RU,66.53,66.6019,43.65,93,98,6.8,overcast clouds
510,San Benedetto Del Tronto,IT,42.9456,13.8816,81.91,49,9,4.52,clear sky
511,Cururupu,BR,-1.8283,-44.8683,78.22,81,15,4.99,few clouds
512,Lima,PE,-12.0432,-77.0282,62.85,77,90,10.36,overcast clouds
513,Jinchang,CN,38.4953,102.1739,73.98,22,0,8.88,clear sky
514,Antofagasta,CL,-23.65,-70.4,56.48,68,11,6.53,few clouds
515,Andenes,NO,69.3143,16.1194,53.47,93,90,24.16,overcast clouds
516,Tshikapa,CD,-6.4167,20.8,74.88,25,9,0.92,clear sky
517,Gualaquiza,EC,-3.4,-78.55,70.57,90,42,2.04,light rain
518,Pemba,MZ,-12.974,40.5178,75.15,69,1,17.09,clear sky
519,Xifeng,CN,42.7372,124.7222,72.61,93,100,1.07,overcast clouds
520,Wausau,US,44.9591,-89.6301,81.55,77,75,1.99,light rain
521,Formosa Do Rio Preto,BR,-11.0483,-45.1931,80.49,28,0,1.57,clear sky
522,Dubbo,AU,-32.25,148.6167,41.13,93,1,3.44,clear sky
523,Gat,IL,31.61,34.7642,81.28,77,0,5.01,clear sky
524,Odesskoye,RU,54.2111,72.9651,54.99,94,88,5.57,overcast clouds
525,Eureka,US,40.8021,-124.1637,69.19,72,39,5.99,scattered clouds
526,Green River,US,41.5286,-109.4662,95.18,32,8,1.99,clear sky
527,Mae Hong Son,TH,19.3003,97.9685,72.81,99,100,1.79,light rain
528,Gazojak,TM,41.1875,61.4036,76.96,39,34,15.28,scattered clouds
529,Bowen,AU,-20.0167,148.2333,53.82,91,17,4.18,few clouds
530,Svarstad,NO,59.399,9.9698,65.37,56,87,1.16,overcast clouds
531,Farah,AF,32.5,62.5,85.05,13,6,4.94,clear sky
532,Olafsvik,IS,64.8945,-23.7142,52.86,85,100,15.99,overcast clouds
533,Wanning,CN,18.8003,110.3967,80.46,88,100,7.05,overcast clouds
534,Ugoofaaru,MV,5.6667,73.0,82.63,77,100,12.33,overcast clouds
535,Van Wert,US,40.8695,-84.5841,89.02,62,1,3.0,clear sky
536,Raudeberg,NO,61.9875,5.1352,64.18,96,52,5.68,broken clouds
537,Villa Union,MX,23.2,-106.2333,87.91,70,1,5.75,clear sky
538,Owando,CG,-0.4819,15.8999,81.68,51,99,2.64,overcast clouds
539,Tillicoultry,GB,56.1525,-3.7402,59.67,84,83,7.81,broken clouds
540,Nuevo Progreso,MX,23.1667,-97.95,95.59,55,79,4.0,broken clouds
541,Georgetown,MY,5.4112,100.3354,78.89,86,40,1.01,scattered clouds
542,Araouane,ML,18.9048,-3.5265,96.4,31,96,2.39,overcast clouds
543,Hervey Bay,AU,-25.2986,152.8535,62.71,86,93,10.4,overcast clouds
544,Stokmarknes,NO,68.5646,14.9108,54.37,89,9,10.54,clear sky
545,Carutapera,BR,-1.195,-46.02,78.69,81,6,7.92,clear sky
546,Vila,PT,42.0304,-8.1588,65.75,77,0,4.99,clear sky
547,Asyut,EG,27.181,31.1837,87.75,20,0,9.31,clear sky
548,Tarrafal,CV,15.2833,-23.7667,79.59,73,40,10.02,scattered clouds
549,Teknaf,BD,20.8624,92.3058,81.09,88,100,14.7,moderate rain
550,Port Shepstone,ZA,-30.7414,30.455,60.3,66,14,6.89,few clouds
551,Obera,AR,-27.4871,-55.1199,46.26,43,6,6.44,clear sky
552,Abu Dhabi,AE,24.4667,54.3667,98.71,44,0,3.44,clear sky
553,Iquitos,PE,-3.7481,-73.2472,91.44,55,75,4.61,broken clouds
554,Bogale,MM,16.2833,95.4,78.66,92,100,7.18,overcast clouds
555,Ugento,IT,39.9263,18.1574,84.45,56,4,3.51,clear sky
556,Masvingo,ZW,-20.0637,30.8277,53.91,57,0,4.56,clear sky
557,Alpena,US,45.0617,-83.4327,79.12,53,75,11.5,broken clouds
558,Ust-Nera,RU,64.5667,143.2,45.68,73,17,7.85,few clouds
559,Atar,MR,20.5169,-13.0499,98.06,18,63,7.7,broken clouds
560,Benghazi,LY,32.1167,20.0667,80.8,70,0,14.5,clear sky
561,Norsup,VU,-16.0667,167.3833,77.76,77,57,10.47,broken clouds
562,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,17.27,scattered clouds
563,Bom Jesus,BR,-9.0744,-44.3586,96.15,17,0,4.54,clear sky
564,Susice,CZ,49.2311,13.5202,63.32,94,38,5.75,scattered clouds
565,Soller,ES,39.7662,2.7152,80.22,60,0,1.01,clear sky
566,Basoko,CD,1.2391,23.616,74.53,74,77,2.8,broken clouds
567,Ballina,AU,-28.8667,153.5667,61.79,88,40,1.14,scattered clouds
568,Ryotsu,JP,38.0833,138.4333,76.33,85,93,6.69,overcast clouds
569,Tual,ID,-5.6667,132.75,79.9,85,25,17.11,scattered clouds
570,Adre,TD,13.4667,22.2,77.65,69,100,4.38,overcast clouds
571,Adrar,MR,20.5022,-10.0711,97.92,13,98,7.52,overcast clouds
572,Barra Patuca,HN,15.8,-84.2833,80.17,86,100,7.0,overcast clouds
573,Leh,IN,34.1667,77.5833,58.91,74,100,6.33,overcast clouds
574,Pozo Colorado,PY,-23.4923,-58.7972,61.84,20,4,8.39,clear sky
575,Kisangani,CD,0.5167,25.2,74.84,76,88,2.8,overcast clouds
576,Pringsewu,ID,-5.3582,104.9744,71.49,97,20,3.29,few clouds
577,Haines Junction,CA,60.7522,-137.5108,60.75,59,23,2.3,few clouds
578,La Reforma,MX,25.0833,-108.05,99.25,57,0,13.27,clear sky
579,Marzuq,YE,14.4,46.4667,77.92,69,100,9.48,overcast clouds
580,Cumbum,IN,9.7333,77.3,74.53,78,100,9.04,overcast clouds
581,Bulgan,MN,48.8125,103.5347,57.45,90,90,1.01,overcast clouds
582,Maragogi,BR,-9.0122,-35.2225,74.39,81,0,5.12,clear sky
583,Leeton,AU,-34.5667,146.4,42.85,81,0,6.91,clear sky
584,Beniganj,IN,27.2833,80.45,82.26,86,100,4.52,light rain
585,Burnie,AU,-41.0667,145.9167,47.53,79,50,13.67,light rain
586,Isla Vista,US,34.4133,-119.861,101.34,53,1,8.05,clear sky
587,Kargasok,RU,59.0556,80.8572,53.51,89,44,7.96,scattered clouds
588,Dingzhou,CN,38.5131,114.9956,77.11,92,100,6.6,light rain
589,Salinas,US,36.6777,-121.6555,96.01,55,1,8.05,clear sky
590,Valle Hermoso,MX,25.6667,-97.8333,93.09,46,82,13.91,broken clouds
591,Margate,GB,51.3813,1.3862,62.31,72,8,8.01,clear sky
592,Bamako,ML,12.65,-8.0,79.21,94,20,6.91,thunderstorm
593,Mackay,AU,-21.15,149.2,61.05,94,4,3.44,mist
594,Iskateley,RU,67.6803,53.1512,43.68,88,100,4.7,overcast clouds
595,Salisbury,GB,51.0693,-1.7957,62.51,74,20,13.8,few clouds
596,Marsh Harbour,BS,26.5412,-77.0636,84.88,69,6,2.59,clear sky
597,Hailar,CN,49.2,119.7,60.53,93,100,5.41,overcast clouds
598,Brownwood,US,31.7093,-98.9912,96.3,33,100,7.02,overcast clouds
599,Gobabis,NA,-22.45,18.9667,51.67,28,0,7.78,clear sky
600,Sistranda,NO,63.7256,8.834,69.76,92,65,7.52,broken clouds
601,Itagi,BR,-14.1628,-40.0061,75.85,65,28,4.85,scattered clouds
602,Marawi,PH,7.9986,124.2928,68.65,82,63,4.97,broken clouds
603,Aviles,ES,43.5547,-5.9248,66.92,82,75,1.14,broken clouds
604,Tumen,CN,42.9661,129.8425,73.24,89,88,1.97,overcast clouds
605,Shahreza,IR,32.0339,51.8794,75.43,20,1,4.97,clear sky
606,Zaozerne,UA,45.1582,33.2787,75.24,77,3,7.56,clear sky
607,Belyy Yar,RU,53.6039,91.3903,55.29,94,0,0.0,clear sky
608,Toora-Khem,RU,52.4675,96.11,52.63,93,100,4.05,overcast clouds
609,Mogzon,RU,51.7435,111.9606,51.03,95,8,2.39,clear sky
610,Sao Filipe,CV,14.8961,-24.4956,75.36,77,15,10.27,few clouds
611,Naze,JP,28.3667,129.4833,77.72,89,38,9.13,scattered clouds
612,Lesozavodsk,RU,45.4794,133.4244,74.08,83,30,6.89,scattered clouds
613,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,89,75,14.97,broken clouds
614,Gisborne,NZ,-38.6533,178.0042,40.95,72,4,5.44,clear sky
615,Puro,PH,12.4841,123.3827,81.3,78,100,10.87,overcast clouds
616,Sisimiut,GL,66.9395,-53.6735,49.42,77,76,9.93,broken clouds
617,Nemuro,JP,43.3236,145.575,65.64,100,100,10.09,overcast clouds
618,Tanta,EG,30.7885,31.0019,73.42,85,0,7.16,clear sky
619,Turhal,TR,40.3875,36.0811,64.38,81,2,1.66,clear sky
620,Beaufort,MY,5.3473,115.7455,80.76,98,75,3.06,broken clouds
621,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,83,57,22.03,broken clouds
622,Yeppoon,AU,-23.1333,150.7333,58.78,92,22,4.07,few clouds
623,Korsakovo,RU,53.2677,37.3569,62.2,96,97,8.41,overcast clouds
624,Sangar,RU,63.9242,127.4739,53.56,55,0,2.95,clear sky
625,Bayji,IQ,34.9311,43.487,90.81,20,0,5.61,clear sky
626,Dergachi,RU,51.2328,48.7659,68.95,52,100,1.54,overcast clouds
627,Bayeux,BR,-7.125,-34.9322,79.43,78,40,13.8,scattered clouds
628,Tashtagol,RU,52.7657,87.8894,49.98,83,18,1.5,few clouds
629,Bara,NG,10.3744,10.7288,72.16,90,96,3.78,overcast clouds
630,Wasilla,US,61.5814,-149.4394,60.4,85,90,3.44,light rain
631,Elizabeth City,US,36.2946,-76.2511,82.45,83,75,9.22,broken clouds
632,Barrington,US,41.7407,-71.3087,77.86,64,40,3.0,scattered clouds
633,Brae,GB,60.3964,-1.353,57.11,98,100,9.51,overcast clouds
634,Labrea,BR,-7.2586,-64.7981,94.69,31,96,2.42,overcast clouds
635,Waitati,NZ,-45.75,170.5667,49.8,55,68,5.39,broken clouds
636,Hirara,JP,24.8,125.2833,82.11,82,73,0.87,broken clouds
637,Goundam,ML,16.4145,-3.6708,92.7,41,87,4.92,overcast clouds
638,Port Pirie,AU,-33.1833,138.0167,39.29,84,0,6.51,clear sky
639,Kosh-Agach,RU,50.0,88.6667,44.01,83,3,1.86,clear sky
640,Verkhoyansk,RU,67.5447,133.385,49.51,61,45,4.68,scattered clouds
641,Ussel,FR,45.55,2.3167,50.72,92,2,1.68,clear sky
642,Fredericton,CA,45.9454,-66.6656,72.37,44,40,3.0,scattered clouds
643,Malayal,PH,7.208,121.942,79.39,84,25,4.76,scattered clouds
644,Omsukchan,RU,62.5333,155.8,40.17,85,100,4.61,overcast clouds
645,Moura,PT,38.1401,-7.4486,84.31,37,0,11.72,clear sky
646,Chumikan,RU,54.7183,135.315,55.27,98,99,5.32,overcast clouds
647,Hammerfest,NO,70.6634,23.6821,47.93,87,75,5.75,broken clouds
648,Changde,CN,29.0464,111.6783,76.78,91,93,4.94,overcast clouds
649,Homer,US,59.6425,-151.5483,65.08,64,1,11.5,clear sky
650,Rawson,AR,-43.3002,-65.1023,55.18,37,9,10.63,clear sky
651,Maumere,ID,-8.6199,122.2111,78.21,80,34,5.86,scattered clouds
652,Bo Rai,TH,12.5728,102.5371,75.83,97,100,2.93,overcast clouds
653,Ivanava,BY,52.1451,25.5365,69.37,71,89,5.86,overcast clouds
654,Kanlagay,PH,5.8757,121.2915,81.97,83,58,6.55,broken clouds
655,Miri,MY,4.4148,114.0089,80.74,89,20,4.61,few clouds
656,Khanpur,PK,28.6453,70.6567,90.45,58,100,15.3,overcast clouds
657,Ahtopol,BG,42.1,27.95,75.67,73,0,6.24,clear sky
658,Sioux Lookout,CA,50.1001,-91.917,82.47,65,75,10.36,broken clouds
659,Aksu,CN,41.1231,80.2644,83.68,33,65,3.33,broken clouds
660,Sao Caetano De Odivelas,BR,-0.75,-48.02,77.4,93,44,6.73,scattered clouds
661,Nioro,GM,13.35,-15.75,81.55,68,100,8.88,overcast clouds
662,Xam Nua,LA,20.4197,104.0439,69.1,99,100,2.57,overcast clouds
663,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,54,0,3.44,clear sky
664,Romanovo,RU,52.6182,81.2271,53.38,57,6,3.6,clear sky
665,Kainantu,PG,-6.2887,145.8655,60.33,96,92,1.1,overcast clouds
666,Hare Bay,CA,48.8499,-54.0148,76.35,68,100,9.98,overcast clouds
667,Shancheng,CN,34.7953,116.0817,71.35,98,100,18.19,light rain
668,Alice Springs,AU,-23.7,133.8833,51.35,82,0,5.75,clear sky
669,Caldas Novas,BR,-17.7417,-48.625,71.47,42,3,12.1,clear sky
670,Camana,PE,-16.6228,-72.7111,62.17,80,60,8.5,broken clouds
671,Cassilandia,BR,-19.1133,-51.7342,57.11,24,86,12.3,overcast clouds
672,Buraydah,SA,26.326,43.975,99.05,15,35,9.04,scattered clouds
673,Itagiba,BR,-14.2836,-39.8428,74.5,71,14,5.26,few clouds
674,Gweta,BW,-20.1833,25.2333,57.83,39,0,7.11,clear sky
675,San Carlos De Bariloche,AR,-41.1456,-71.3082,51.55,35,0,0.0,clear sky
676,Lundazi,ZM,-12.2929,33.1782,55.31,53,56,5.77,broken clouds
677,San Patricio,US,28.017,-97.5169,95.09,43,60,13.53,broken clouds
678,Neuquen,AR,-38.9516,-68.0591,57.09,35,0,4.61,clear sky
679,Vrangel,RU,42.7297,133.0839,72.79,82,3,3.27,clear sky
680,Tanggu,CN,39.0211,117.6469,76.96,81,100,4.12,light rain
681,Giyon,ET,8.5333,37.9833,57.06,98,100,2.33,overcast clouds
682,Necochea,AR,-38.5473,-58.7368,45.03,64,53,10.76,broken clouds
683,Goderich,CA,43.7501,-81.7165,80.2,60,31,9.22,scattered clouds
684,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,78,20,12.66,few clouds
685,Berdigestyakh,RU,62.0989,126.6992,51.75,62,0,5.21,clear sky
686,Hedensted,DK,55.7704,9.7011,63.14,93,91,11.45,overcast clouds
687,Katiola,CI,8.1333,-5.1,75.83,93,94,5.35,light rain
688,Arroyo,ES,41.6096,-4.7969,80.22,48,0,6.91,clear sky
689,Black River,JM,18.0264,-77.8487,88.99,69,77,5.55,light rain
690,Ortakoy,TR,38.7373,34.0387,66.45,49,0,13.89,clear sky
691,Kirundo,BI,-2.5833,30.1667,72.37,51,20,2.75,few clouds
692,Saint-Pierre,RE,-21.3393,55.4781,69.48,67,96,9.22,light rain
693,Miramar,US,25.9873,-80.2323,93.02,74,75,19.57,thunderstorm with light rain
694,Ndungu,TZ,-4.3667,38.05,65.66,85,24,0.07,few clouds
695,Acari,PE,-15.4311,-74.6158,68.07,70,62,7.18,broken clouds
696,Elliot Lake,CA,46.3834,-82.6331,73.49,53,44,9.53,scattered clouds
697,Kutum,SD,14.2,24.6667,76.26,62,68,4.32,broken clouds
698,Salta,AR,-24.7859,-65.4117,46.99,49,90,5.75,overcast clouds
699,Gboko,NG,7.3179,8.9951,75.18,73,96,3.33,overcast clouds
700,Susangerd,IR,31.5608,48.1831,98.62,10,0,18.16,clear sky
701,Ketchikan,US,55.3422,-131.6461,66.67,63,75,8.05,broken clouds
702,Kyzyl-Suu,KG,42.3414,78.0056,64.15,67,4,2.93,clear sky
703,Aden,YE,12.7794,45.0367,82.58,75,99,13.78,overcast clouds
704,Payo,ID,-3.7508,103.6372,69.04,79,69,2.46,broken clouds
705,Nalut,LY,30.3333,10.85,86.77,15,0,11.18,clear sky
706,Samarai,PG,-10.6167,150.6667,79.43,86,100,7.25,overcast clouds
707,Pyapon,MM,16.2833,95.6833,78.48,92,100,6.64,overcast clouds
